"mumax"	"erro_mu"	"conc"
0,944433679192321	0,0544251870974404	0
0,808011686505074	0,0606299918168957	0,25
0,924350934119054	0,0533930193797214	0,5
0,719095895125283	0,0750169440294241	0,75
0,588727351201143	0,0508265671883021	1
0,405843635301814	0,0212413694404201	1,25
