"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"LD37"	797,655200130899	12,7439642742233	62,5908220524664	1,97044158406023e-08
"n"	3,33288238201728	0,129459173525643	25,7446598124397	1,65147880657984e-06
