"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"LD50"	679,930018275393	9,67644605189353	70,2665022497947	1,10565646987874e-08
"n"	3,33288414816828	0,129459254127886	25,7446574261574	1,65147956704784e-06
