"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"LD50"	151,111193510049	1,17012920763981	129,140604749834	1,4453255842201e-14
"n"	3,97730592889199	0,0800807456568258	49,6661949919415	2,98998098951895e-11
"f"	0,0031149376428549	0,00020833709167722	14,9514309611316	3,95153864049025e-07
