"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"LD10"	11920,135801488	977,306949317591	12,1969211513449	6,70219344984129e-07
"n"	3,32924121443387	0,381935587800773	8,71676094286998	1,10823524547256e-05
