"Estimate"	"Std. Error"	"t value"	"Pr(>|t|)"
"LD50"	6161,07772665667	223,425046240971	27,5755911448341	5,26309417711592e-10
"n"	3,32923660691899	0,381934457720831	8,71677467067516	1,10822105232685e-05
